concept_code	concept_name	relationship_id	snomed_code	precedence
"C48.0"	"Retroperitoneum"	"Maps to"	"82849001"	
"C48.1"	"Specified parts of peritoneum"	"Maps to"	"15425007"	
"C48.2"	"Peritoneum, NOS"	"Maps to"	"15425007"	
"8584/3"	"Thymoma, type B2, malignant"	"Maps to"	"128714001"	
"C49.0"	"Connective, subcutaneous and other soft tissues of head, face, and neck"	"Maps to"	"34201000"	
"C49.1"	"Connective, subcutaneous and other soft tissues of upper limb and shoulder"	"Maps to"	"75490006"	
"C49.2"	"Connective, subcutaneous and other soft tissues of lower limb and hip"	"Maps to"	"67328008"	
"C49.3"	"Connective, subcutaneous and other soft tissues of thorax"	"Maps to"	"31749008"	
"8700/0"	"Pheochromocytoma, NOS"	"Maps to"	"85583005"	
"C49.5"	"Connective, subcutaneous and other soft tissues of pelvis"	"Maps to"	"20159001"	
"C49.6"	"Connective, subcutaneous and other soft tissues of trunk NOS"	"Maps to"	"1490004"	
"C49.8"	"Overlapping lesion of connective, subcutaneous and other soft tissues"	"Is a"	"85756007"	
"C50.0"	"Nipple"	"Maps to"	"24142002"	
"C50.1"	"Central portion of breast"	"Maps to"	"49058007"	
"C50.2"	"Upper-inner quadrant of breast"	"Maps to"	"77831004"	
"C50.3"	"Lower-inner quadrant of breast"	"Maps to"	"19100000"	
"C50.4"	"Upper-outer quadrant of breast"	"Maps to"	"76365002"	
"C50.5"	"Lower-outer quadrant of breast"	"Maps to"	"33564002"	
"C50.6"	"Axillary tail of breast"	"Maps to"	"38412008"	
"C50.8"	"Overlapping lesion of breast"	"Is a"	"76752008"	
"C50.9"	"Breast, NOS"	"Maps to"	"76752008"	
"C51.0"	"Labium majus"	"Maps to"	"82462005"	
"C51.1"	"Labium minus"	"Maps to"	"32104003"	
"C51.2"	"Clitoris"	"Maps to"	"65439009"	
"C51.8"	"Overlapping lesion of vulva"	"Is a"	"45292006"	
"C51.9"	"Vulva, NOS"	"Maps to"	"45292006"	
"C52.9"	"Vagina, NOS"	"Maps to"	"76784001"	
"C53.0"	"Endocervix"	"Maps to"	"36973007"	
"C53.1"	"Exocervix"	"Maps to"	"28349006"	
"C53.8"	"Overlapping lesion of cervix uteri"	"Is a"	"71252005"	
"C53.9"	"Cervix uteri"	"Maps to"	"71252005"	
"C54.0"	"Isthmus uteri"	"Maps to"	"53935009"	
"C54.1"	"Endometrium"	"Maps to"	"2739003"	
"C54.2"	"Myometrium"	"Maps to"	"27232003"	
"C54.3"	"Fundus uteri"	"Maps to"	"27485007"	
"C54.8"	"Overlapping lesion of corpus uteri"	"Is a"	"23952005"	
"C54.9"	"Corpus uteri"	"Maps to"	"23952005"	
"C55.9"	"Uterus, NOS"	"Maps to"	"35039007"	
"C56.9"	"Ovary"	"Maps to"	"15497006"	
"C57.0"	"Fallopian tube"	"Maps to"	"31435000"	
"C57.1"	"Broad ligament"	"Maps to"	"34411009"	
"C57.2"	"Round ligament"	"Maps to"	"50840003"	
"C57.3"	"Parametrium"	"Maps to"	"45682005"	
"C57.4"	"Uterine adnexa"	"Maps to"	"23043003"	
"C57.7"	"Other specified parts of female genital organs"	"Is a"	"127882003"	
"C57.8"	"Overlapping lesion of female genital organs"	"Is a"	"127882003"	
"C57.9"	"Female genital tract, NOS"	"Maps to"	"413344004"	
"C58.9"	"Placenta"	"Maps to"	"78067005"	
"C60.0"	"Prepuce"	"Maps to"	"17880006"	
"C60.1"	"Glans penis"	"Maps to"	"60319009"	
"C60.2"	"Body of penis"	"Maps to"	"75279004"	
"C60.8"	"Overlapping lesion of penis"	"Is a"	"18911002"	
"C60.9"	"Penis, NOS"	"Maps to"	"18911002"	
"C61.9"	"Prostate gland"	"Maps to"	"279689003"	
"C62.0"	"Undescended testis"	"Maps to"	"127907005"	
"C62.1"	"Descended testis"	"Maps to"	"416953005"	
"C62.9"	"Testis, NOS"	"Maps to"	"40689003"	
"C63.0"	"Epididymis"	"Maps to"	"87644002"	
"C63.1"	"Spermatic cord"	"Maps to"	"49957000"	
"C63.2"	"Scrotum, NOS"	"Maps to"	"20233005"	
"C63.7"	"Other specified parts of male genital organs"	"Maps to"	"127903009"	
"C63.8"	"Overlapping lesion of male genital organs Note:"	"Is a"	"127903009"	
"C63.9"	"Male genital organs, NOS"	"Maps to"	"90264002"	
"C64.9"	"Kidney, NOS"	"Maps to"	"64033007"	
"C65.9"	"Renal pelvis"	"Maps to"	"25990002"	
"C66.9"	"Ureter"	"Maps to"	"87953007"	
"C67.0"	"Trigone of bladder"	"Maps to"	"21740000"	
"C67.1"	"Dome of bladder"	"Maps to"	"367608002"	
"C67.2"	"Lateral wall of bladder"	"Maps to"	"19318009"	
"C67.3"	"Anterior wall of bladder"	"Maps to"	"50858009"	
"C67.4"	"Posterior wall of bladder"	"Maps to"	"25640004"	
"C67.5"	"Bladder neck"	"Maps to"	"64344009"	
"C67.6"	"Ureteric orifice"	"Maps to"	"53180009"	
"C67.7"	"Urachus"	"Maps to"	"14105008"	
"C67.8"	"Overlapping lesion of bladder"	"Is a"	"89837001"	
"C67.9"	"Bladder, NOS"	"Maps to"	"89837001"	
"C68.1"	"Paraurethral gland"	"Maps to"	"367609005"	
"C68.8"	"Overlapping lesion of urinary organs"	"Is a"	"714321003"	
"C68.9"	"Urinary system, NOS"	"Maps to"	"122489005"	
"C69.0"	"Conjunctiva"	"Maps to"	"29445007"	
"C69.1"	"Cornea, NOS"	"Maps to"	"28726007"	
"C69.2"	"Retina"	"Maps to"	"5665001"	
"C69.3"	"Choroid"	"Maps to"	"68703001"	
"C69.4"	"Ciliary body"	"Maps to"	"29534007"	
"C69.5"	"Lacrimal gland"	"Maps to"	"13561001"	
"C69.6"	"Orbit, NOS"	"Maps to"	"363654007"	
"C69.8"	"Overlapping lesion of eye and adnexa"	"Is a"	"371398005"	
"C69.9"	"Eye, NOS"	"Maps to"	"81745001"	
"C70.0"	"Cerebral meninges"	"Maps to"	"8935007"	
"C70.1"	"Spinal meninges"	"Maps to"	"75559006"	
"C70.9"	"Meninges, NOS"	"Maps to"	"1231004"	
"C71.0"	"Cerebrum"	"Maps to"	"83678007"	
"C71.1"	"Frontal lobe"	"Maps to"	"83251001"	
"C71.2"	"Temporal lobe"	"Maps to"	"78277001"	
"C71.3"	"Parietal lobe"	"Maps to"	"16630005"	
"C71.4"	"Occipital lobe"	"Maps to"	"31065004"	
"C71.5"	"Ventricle, NOS"	"Maps to"	"35764002"	
"C71.6"	"Cerebellum, NOS"	"Maps to"	"113305005"	
"C71.7"	"Brain stem"	"Maps to"	"15926001"	
"C71.8"	"Overlapping lesion of brain"	"Is a"	"12738006"	
"C71.9"	"Brain, NOS"	"Maps to"	"12738006"	
"C72.0"	"Spinal cord"	"Maps to"	"2748008"	
"C72.1"	"Cauda equina"	"Maps to"	"7173007"	
"C72.2"	"Olfactory nerve"	"Maps to"	"11522000"	
"C72.3"	"Optic nerve"	"Maps to"	"18234004"	
"C72.4"	"Acoustic nerve"	"Maps to"	"8598002"	
"C72.5"	"Cranial nerve, NOS"	"Maps to"	"25238003"	
"C72.8"	"Overlapping lesion of brain and central nervous system"	"Is a"	"21483005"	
"C72.9"	"Nervous system, NOS"	"Maps to"	"25087005"	
"C73.9"	"Thyroid gland"	"Maps to"	"69748006"	
"C74.0"	"Cortex of adrenal gland"	"Maps to"	"68594002"	
"C74.1"	"Medulla of adrenal gland"	"Maps to"	"38254008"	
"C74.9"	"Adrenal gland, NOS"	"Maps to"	"23451007"	
"C75.0"	"Parathyroid gland"	"Maps to"	"111002"	
"C75.1"	"Pituitary gland"	"Maps to"	"56329008"	
"C75.2"	"Craniopharyngeal duct"	"Maps to"	"86394004"	
"C75.3"	"Pineal gland"	"Maps to"	"45793000"	
"C75.4"	"Carotid body"	"Maps to"	"51345006"	
"C75.5"	"Aortic body and other paraganglia"	"Is a"	"33805007"	
"C75.8"	"Overlapping lesion of endocrine glands and related structures"	"Is a"	"113331007"	
"C75.9"	"Endocrine gland, NOS"	"Maps to"	"387910009"	
"C76.0"	"Head, face or neck, NOS"	"Maps to"	"774007"	
"C76.1"	"Thorax, NOS"	"Maps to"	"51185008"	
"C76.7"	"Other ill-defined sites"	"Maps to"	"53452003"	
"C76.3"	"Pelvis, NOS"	"Maps to"	"12921003"	
"C76.4"	"Upper limb, NOS"	"Maps to"	"53120007"	
"C76.5"	"Lower limb, NOS"	"Maps to"	"61685007"	
"8880/0"	"Hibernoma"	"Maps to"	"77027006"	
"9920/3"	"Therapy related myeloid neoplasm"	"Maps to"	"128830003"	
"C77.0"	"Lymph nodes of head, face and neck"	"Maps to"	"312501005"	
"C77.1"	"Intrathoracic lymph nodes"	"Maps to"	"47109002"	
"C76.8"	"Overlapping lesion of ill-defined sites"	"Is a"	"53452003"	
"C77.3"	"Lymph nodes of axilla or arm"	"Is a"	"44914007"	
"C77.4"	"Lymph nodes of inguinal region or leg"	"Is a"	"4942000"	
"C77.5"	"Pelvic lymph nodes"	"Maps to"	"245294005"	
"C77.8"	"Lymph nodes of multiple regions"	"Maps to"	"312500006"	
"C77.9"	"Lymph node, NOS"	"Maps to"	"59441001"	
"C76.2"	"Abdomen, NOS"	"Maps to"	"818983003"	
"C77.2"	"Intra-abdominal lymph nodes"	"Maps to"	"818991007"	
"8856/0"	"Intramuscular lipoma"	"Maps to"	"24045002"	
"C80.9"	"Unknown primary site"	"Maps to"	"-1"	
"8242/3"	"Enterochromaffin-like cell tumor, malignant"	"Maps to"	"128657003"	
"9383/1"	"Subependymoma"	"Maps to"	"4553004"	
"9751/1"	"Langerhans cell granulomatosis"	"Maps to"	"128809007"	"1"
"9741/1"	"Indolent systemic mastocytosis"	"Maps to"	"397356009"	
"9754/3"	"Langerhans cell histiocytosis, disseminated"	"Maps to"	"128812005"	
"8683/0"	"Gangliocytic paraganglioma"	"Maps to"	"72787006"	
"8825/1"	"Myofibroblastic tumor, NOS"	"Maps to"	"116064009"	
"9823/3"	"B-cell chronic lymphocytic leukemia/small lymphocytic lymphoma"	"Maps to"	"413840004"	"2"
"9373/0"	"Parachordoma"	"Maps to"	"128786009"	
"8244/3"	"Mixed adenoneuroendocrine carcinoma"	"Maps to"	"51465000"	
"8571/3"	"Adenocarcinoma with cartilaginous and osseous metaplasia"	"Maps to"	"56484001"	
"8254/3"	"Bronchiolo-alveolar carcinoma, mixed mucinous and non-mucinous"	"Maps to"	"128661009"	
"8904/0"	"Adult rhabdomyoma"	"Maps to"	"16107003"	
"8313/3"	"Clear cell adenocarcinofibroma"	"Maps to"	"128891002"	
"9441/3"	"Giant cell glioblastoma"	"Maps to"	"44529004"	
"8380/3"	"Endometrioid adenocarcinoma, NOS"	"Maps to"	"30289006"	
"9729/3"	"Precursor T-cell lymphoblastic lymphoma"	"Maps to"	"128808004"	
"9733/3"	"Plasma cell leukemia"	"Maps to"	"128922003"	
"8052/0"	"Squamous cell papilloma, NOS"	"Maps to"	"63451008"	
"8313/0"	"Clear cell adenofibroma"	"Maps to"	"58161009"	
"8430/3"	"Mucoepidermoid carcinoma"	"Maps to"	"4079000"	
"8052/2"	"Papillary squamous cell carcinoma, non-invasive"	"Maps to"	"128647004"	
"8936/1"	"Gastrointestinal stromal tumor, NOS"	"Maps to"	"128755003"	
"8820/0"	"Elastofibroma"	"Maps to"	"9671003"	
"9948/3"	"Aggressive NK-cell leukemia"	"Maps to"	"128833001"	
"8051/3"	"Verrucous carcinoma, NOS"	"Maps to"	"89906000"	
"8156/1"	"Somatostatinoma, NOS"	"Maps to"	"128642005"	
"8150/0"	"Pancreatic endocrine tumor, benign"	"Maps to"	"76345009"	
"8050/0"	"Papilloma, NOS"	"Maps to"	"23730008"	
"9863/3"	"Chronic myeloid leukemia, NOS"	"Maps to"	"413841000"	"2"
"8550/3"	"Acinar cell carcinoma"	"Maps to"	"45410002"	
"8155/1"	"Vipoma, NOS"	"Maps to"	"447643008"	
"8722/3"	"Balloon cell melanoma"	"Maps to"	"39274007"	
"9760/3"	"Immunoproliferative disease, NOS"	"Maps to"	"414646000"	
"8592/1"	"Sex cord-gonadal stromal tumor, mixed forms"	"Maps to"	"128722008"	
"8593/1"	"Stromal tumor with minor sex cord elements"	"Maps to"	"128723003"	
"9384/1"	"Subependymal giant cell astrocytoma"	"Maps to"	"1586004"	
"9231/3"	"Myxoid chondrosarcoma"	"Maps to"	"75622000"	
"8933/3"	"Adenosarcoma"	"Maps to"	"31470003"	
"9896/3"	"Acute myeloid leukemia, t(8;21)(q22;q22)"	"Maps to"	"128828000"	
"9897/3"	"Acute myeloid leukemia, 11q23 abnormalities"	"Maps to"	"128829008"	
"9460/3"	"Oligodendroblastoma"	"Maps to"	"80061003"	
"9121/0"	"Cavernous hemangioma"	"Maps to"	"33377007"	
"9193/3"	"Periosteal osteosarcoma"	"Maps to"	"128772005"	
"8390/0"	"Skin appendage adenoma"	"Maps to"	"55681005"	
"8345/3"	"Medullary carcinoma with amyloid stroma"	"Maps to"	"128916007"	
"8270/0"	"Chromophobe adenoma"	"Maps to"	"37039006"	
"8280/3"	"Acidophil carcinoma"	"Maps to"	"51217003"	
"9444/1"	"Chordoid glioma"	"Maps to"	"128789002"	
"9504/3"	"Spongioneuroblastoma"	"Maps to"	"64059005"	
"8140/6"	"Adenocarcinoma, metastatic, NOS"	"Maps to"	"4590003"	
"8892/0"	"Cellular leiomyoma"	"Maps to"	"90955001"	
"8370/3"	"Adrenal cortical carcinoma"	"Maps to"	"2227007"	
"8371/0"	"Adrenal cortical adenoma, compact cell"	"Maps to"	"63687009"	
"8204/0"	"Lactating adenoma"	"Maps to"	"128651002"	
"8210/0"	"Adenomatous polyp, NOS"	"Maps to"	"82375006"	
"8103/1"	"Proliferating trichilemmal cyst"	"Maps to"	"446023005"	
"9940/3"	"Hairy cell leukemia"	"Maps to"	"54087003"	
"9140/3"	"Kaposi sarcoma"	"Maps to"	"49937004"	
"9072/3"	"Polyembryoma"	"Maps to"	"28325008"	
"9073/1"	"Gonadoblastoma"	"Maps to"	"74751003"	
"8741/2"	"Precancerous melanosis, NOS"	"Maps to"	"38969003"	
"9813/3"	"B lymphoblastic leukemia/lymphoma with t(v;11q23); MLL rearranged"	"Maps to"	"450951003"	
"8811/3"	"Fibromyxosarcoma"	"Maps to"	"703609007"	
"8272/3"	"Pituitary carcinoma, NOS"	"Maps to"	"128665000"	
"8570/3"	"Adenocarcinoma with squamous metaplasia"	"Maps to"	"15176003"	
"8630/0"	"Androblastoma, benign"	"Maps to"	"83802009"	
"9051/0"	"Fibrous mesothelioma, benign"	"Maps to"	"15702005"	
"8211/3"	"Tubular adenocarcinoma"	"Maps to"	"4631006"	
"8322/0"	"Water-clear cell adenoma"	"Maps to"	"26638004"	
"9502/0"	"Teratoid medulloepithelioma, benign"	"Maps to"	"128911002"	
"9502/3"	"Teratoid medulloepithelioma"	"Maps to"	"88591002"	
"9503/3"	"Neuroepithelioma, NOS"	"Maps to"	"55045006"	
"8460/3"	"Papillary serous cystadenocarcinoma"	"Maps to"	"703561001"	
"9537/0"	"Transitional meningioma"	"Maps to"	"64967004"	
"8814/3"	"Infantile fibrosarcoma"	"Maps to"	"52040006"	
"9103/0"	"Partial hydatidiform mole"	"Maps to"	"51793002"	
"9173/0"	"Cystic lymphangioma"	"Maps to"	"40225001"	
"9755/3"	"Histiocytic sarcoma"	"Maps to"	"128813000"	
"8723/0"	"Halo nevus"	"Maps to"	"78325005"	
"8594/1"	"Mixed germ cell-sex cord-stromal tumor, NOS"	"Maps to"	"703601005"	
"9999/9"	"Unknown histology"	"Maps to"	"108369006"	
"9820/3"	"Lymphoid leukemia, NOS"	"Maps to"	"128935007"	"2"
"8900/3"	"Rhabdomyosarcoma, NOS"	"Maps to"	"30924005"	
"9659/3"	"Hodgkin lymphoma, nodular lymphocyte predominance"	"Maps to"	"70600005"	
"8610/0"	"Luteoma, NOS"	"Maps to"	"26372004"	
"8102/3"	"Trichilemmocarcinoma"	"Maps to"	"128624000"	
"9533/0"	"Psammomatous meningioma"	"Maps to"	"38431002"	
"8640/1"	"Sertoli cell tumor, NOS"	"Maps to"	"128857001"	
"8640/3"	"Sertoli cell carcinoma"	"Maps to"	"80091008"	
"8149/0"	"Canalicular adenoma"	"Maps to"	"128641003"	
"8513/3"	"Atypical medullary carcinoma"	"Maps to"	"128698005"	
"8314/3"	"Lipid-rich carcinoma"	"Maps to"	"3839000"	
"8011/3"	"Epithelioma, malignant"	"Maps to"	"71298006"	
"8012/3"	"Large cell carcinoma, NOS"	"Maps to"	"22687000"	
"8601/0"	"Thecoma, luteinized"	"Maps to"	"54482004"	
"9351/1"	"Craniopharyngioma, adamantinomatous"	"Maps to"	"128781004"	
"9352/1"	"Craniopharyngioma, papillary"	"Maps to"	"128782006"	
"9362/3"	"Pineoblastoma"	"Maps to"	"31671006"	
"8347/3"	"Mixed medullary-papillary carcinoma"	"Maps to"	"128679008"	
"9390/1"	"Atypical choroid plexus papilloma"	"Maps to"	"128904001"	
"8894/3"	"Angiomyosarcoma"	"Maps to"	"28953002"	
"9735/3"	"Plasmablastic lymphoma"	"Maps to"	"450909005"	
"9171/0"	"Capillary lymphangioma"	"Maps to"	"11467009"	
"9393/3"	"Papillary ependymoma"	"Maps to"	"128839002"	
"8800/0"	"Soft tissue tumor, benign"	"Maps to"	"47623001"	
"9102/3"	"Malignant teratoma, trophoblastic"	"Maps to"	"65646006"	
"9080/0"	"Teratoma, benign"	"Maps to"	"42717009"	
"9081/3"	"Teratocarcinoma"	"Maps to"	"67830002"	
"9275/0"	"Gigantiform cementoma"	"Maps to"	"63937004"	
"9540/3"	"Malignant peripheral nerve sheath tumor"	"Maps to"	"19897006"	
"8680/1"	"Paraganglioma, NOS"	"Maps to"	"803009"	
"8680/3"	"Paraganglioma, malignant"	"Maps to"	"9903002"	
"8460/0"	"Papillary serous cystadenoma, NOS"	"Maps to"	"22116003"	
"9767/1"	"Angioimmunoblastic lymphadenopathy (AIC)"	"Maps to"	"52097008"	
"9044/3"	"Clear cell sarcoma, NOS"	"Maps to"	"12622007"	
"8980/3"	"Carcinosarcoma, NOS"	"Maps to"	"63264007"	
"8932/0"	"Adenomyoma"	"Maps to"	"40293003"	
"8472/1"	"Mucinous cystic tumor of borderline malignancy"	"Maps to"	"128852007"	
"9831/1"	"T-cell large granular lymphocytic leukemia"	"Maps to"	"128819001"	
"8280/0"	"Acidophil adenoma"	"Maps to"	"21109002"	
"8170/3"	"Hepatocellular carcinoma, NOS"	"Maps to"	"25370001"	
"8344/3"	"Papillary carcinoma, columnar cell"	"Maps to"	"128677005"	
"9690/3"	"Follicular lymphoma, NOS"	"Maps to"	"55150002"	
"9490/0"	"Ganglioneuroma"	"Maps to"	"53801007"	
"8461/0"	"Serous surface papilloma"	"Maps to"	"67073007"	
"8587/0"	"Ectopic hamartomatous thymoma"	"Maps to"	"128718003"	
"8502/3"	"Secretory carcinoma of breast"	"Maps to"	"41919003"	
"8504/0"	"Intracystic papillary adenoma"	"Maps to"	"47488001"	
"8191/0"	"Embryonal adenoma"	"Maps to"	"59120003"	
"8982/0"	"Myoepithelioma"	"Maps to"	"69291002"	
"9472/3"	"Medullomyoblastoma"	"Maps to"	"24604009"	
"8828/0"	"Nodular fasciitis"	"Maps to"	"703616008"	
"9181/3"	"Chondroblastic osteosarcoma"	"Maps to"	"76312009"	
"9182/3"	"Fibroblastic osteosarcoma"	"Maps to"	"12690005"	
"9761/3"	"Waldenstrom macroglobulinemia"	"Maps to"	"35562000"	
"9762/3"	"Heavy chain disease, NOS"	"Maps to"	"6381009"	
"8131/3"	"Transitional cell carcinoma, micropapillary"	"Maps to"	"128639004"	
"9898/1"	"Transient abnormal myelopoiesis"	"Maps to"	"450934005"	
"9898/3"	"Myeloid leukemia associated with Down Syndrome"	"Maps to"	"450935006"	
"8602/0"	"Sclerosing stromal tumor"	"Maps to"	"64512009"	
"9372/3"	"Dedifferentiated chordoma"	"Maps to"	"128785008"	
"9110/0"	"Mesonephroma, benign"	"Maps to"	"72889001"	
"9132/0"	"Intramuscular hemangioma"	"Maps to"	"54249004"	
"8001/1"	"Tumor cells, uncertain whether benign or malignant"	"Maps to"	"39577004"	
"8001/3"	"Tumor cells, malignant"	"Maps to"	"88400008"	
"9060/3"	"Dysgerminoma"	"Maps to"	"60718004"	
"9501/0"	"Medulloepithelioma, benign"	"Maps to"	"128910001"	
"8812/0"	"Periosteal fibroma"	"Maps to"	"53305005"	
"8812/3"	"Periosteal fibrosarcoma"	"Maps to"	"65140001"	
"8045/3"	"Combined small cell carcinoma"	"Maps to"	"21326004"	
"8046/3"	"Non-small cell carcinoma"	"Maps to"	"128632008"	
"8761/1"	"Giant pigmented nevus, NOS"	"Maps to"	"10291008"	
"8910/3"	"Embryonal rhabdomyosarcoma, NOS"	"Maps to"	"14269005"	
"9174/0"	"Lymphangiomyoma"	"Maps to"	"25239006"	
"9290/3"	"Ameloblastic odontosarcoma"	"Maps to"	"20380000"	
"9342/3"	"Odontogenic carcinosarcoma"	"Maps to"	"128780003"	
"8670/0"	"Lipid cell tumor of ovary"	"Maps to"	"40761005"	
"8670/3"	"Steroid cell tumor, malignant"	"Maps to"	"128907008"	
"9105/3"	"Trophoblastic tumor, epithelioid"	"Maps to"	"128767001"	
"8634/1"	"Sertoli-Leydig cell tumor, intermediate differentiation, with heterologous elements"	"Maps to"	"128725005"	
"9150/0"	"Hemangiopericytoma, benign"	"Maps to"	"53880006"	
"8576/3"	"Hepatoid adenocarcinoma"	"Maps to"	"128706007"	
"8622/1"	"Granulosa cell tumor, juvenile"	"Maps to"	"77029009"	
"8623/1"	"Sex cord tumor with annular tubules"	"Maps to"	"72457004"	
"8461/3"	"Serous surface papillary carcinoma"	"Maps to"	"703563003"	
"8588/3"	"Spindle epithelial tumor with thymus-like element"	"Maps to"	"128719006"	
"8902/3"	"Mixed type rhabdomyosarcoma"	"Maps to"	"62383007"	
"8903/0"	"Fetal rhabdomyoma"	"Maps to"	"40123003"	
"8589/3"	"Carcinoma showing thymus-like element"	"Maps to"	"128720000"	
"8590/1"	"Sex cord-gonadal stromal tumor, NOS"	"Maps to"	"71440001"	
"8591/1"	"Sex cord-gonadal stromal tumor, incompletely differentiated"	"Maps to"	"128721001"	
"9390/0"	"Choroid plexus papilloma, NOS"	"Maps to"	"18021007"	
"9563/0"	"Nerve sheath tumor, NOS"	"Maps to"	"400193007"	"2"
"9133/3"	"Epithelioid hemangioendothelioma, malignant"	"Maps to"	"54124005"	
"9371/3"	"Chondroid chordoma"	"Maps to"	"128784007"	
"9381/3"	"Gliomatosis cerebri"	"Maps to"	"26138003"	
"8011/0"	"Epithelioma, benign"	"Maps to"	"63823009"	
"9560/1"	"Neurinomatosis"	"Maps to"	"253088003"	
"8163/2"	"Papillary neoplasm, pancreatobiliary-type, with high grade intraepithelial neoplasia"	"Maps to"	"450893003"	
"8170/0"	"Liver cell adenoma"	"Maps to"	"78058005"	
"9161/0"	"Acquired tufted hemangioma"	"Maps to"	"128903007"	
"9161/1"	"Hemangioblastoma"	"Maps to"	"81201000"	
"8350/3"	"Nonencapsulated sclerosing carcinoma"	"Maps to"	"62681000"	
"8835/1"	"Plexiform fibrohistiocytic tumor"	"Maps to"	"128743009"	
"9120/3"	"Hemangiosarcoma"	"Maps to"	"863926008"	
"9866/3"	"Acute promyelocytic leukemia, t(15;17)(q22;q11-12)"	"Maps to"	"28950004"	
"8895/3"	"Myosarcoma"	"Maps to"	"20667008"	
"9712/3"	"Intravascular large B-cell lymphoma"	"Maps to"	"399648005"	
"8480/0"	"Mucinous adenoma"	"Maps to"	"33170000"	
"9210/0"	"Osteochondroma"	"Maps to"	"52299001"	
"8324/0"	"Lipoadenoma"	"Maps to"	"22024005"	
"8671/0"	"Adrenal rest tumor"	"Maps to"	"54292009"	
"9430/3"	"Astroblastoma"	"Maps to"	"48952003"	
"9221/0"	"Juxtacortical chondroma"	"Maps to"	"9266000"	
"8404/0"	"Hidrocystoma"	"Maps to"	"80549000"	
"8660/0"	"Hilus cell tumor"	"Maps to"	"11506001"	
"8220/3"	"Adenocarcinoma in adenomatous polyposis coli"	"Maps to"	"57513006"	
"8711/1"	"Glomangiomatosis"	"Maps to"	"703603008"	
"9538/1"	"Clear cell meningioma"	"Maps to"	"57606003"	
"9538/3"	"Papillary meningioma"	"Maps to"	"128840000"	
"9539/1"	"Atypical meningioma"	"Maps to"	"128914005"	
"9539/3"	"Meningeal sarcomatosis"	"Maps to"	"14494009"	
"9540/1"	"Neurofibromatosis, NOS"	"Maps to"	"81669005"	
"9542/3"	"Malignant peripheral nerve sheath tumor, epithelioid"	"Maps to"	"253093000"	
"9550/0"	"Plexiform neurofibroma"	"Maps to"	"41252002"	
"8959/3"	"Malignant cystic nephroma"	"Maps to"	"128759009"	
"8963/3"	"Malignant rhabdoid tumor"	"Maps to"	"83118000"	
"8514/3"	"Duct carcinoma, desmoplastic type"	"Maps to"	"128699002"	
"9561/3"	"Malignant peripheral nerve sheath tumor with rhabdomyoblastic differentiation"	"Maps to"	"354002"	
"9571/0"	"Perineurioma, NOS"	"Maps to"	"128795001"	
"9571/3"	"Perineurioma, malignant"	"Maps to"	"128796000"	
"9580/0"	"Granular cell tumor, NOS"	"Maps to"	"12169001"	
"9580/3"	"Granular cell tumor, malignant"	"Maps to"	"13238004"	
"9581/3"	"Alveolar soft part sarcoma"	"Maps to"	"88195001"	
"9582/0"	"Granular cell tumor of the sellar region"	"Maps to"	"128797009"	
"9597/3"	"Primary cutaneous follicle centre lymphoma"	"Maps to"	"419662008"	
"9652/3"	"Hodgkin lymphoma, mixed cellularity, NOS"	"Maps to"	"41529000"	
"9653/3"	"Hodgkin lymphoma, lymphocyte depletion, NOS"	"Maps to"	"112687003"	
"9654/3"	"Hodgkin lymphoma, lymphocyte depletion, diffuse fibrosis"	"Maps to"	"16893006"	
"9655/3"	"Hodgkin lymphoma, lymphocyte depletion, reticular"	"Maps to"	"71109004"	
"9664/3"	"Hodgkin lymphoma, nodular sclerosis, cellular phase"	"Maps to"	"39086001"	
"8474/0"	"Seromucinous cystadenoma"	"Maps to"	"703564009"	
"8097/3"	"Basal cell carcinoma, nodular"	"Maps to"	"128636006"	
"9191/0"	"Osteoid osteoma, NOS"	"Maps to"	"71666005"	
"9015/0"	"Mucinous adenofibroma, NOS"	"Maps to"	"10705005"	
"9015/1"	"Mucinous adenofibroma of borderline malignancy"	"Maps to"	"128887007"	
"9665/3"	"Hodgkin lymphoma, nodular sclerosis, grade 1"	"Maps to"	"45572000"	
"9667/3"	"Hodgkin lymphoma, nodular sclerosis, grade 2"	"Maps to"	"43985008"	
"9670/3"	"Malignant lymphoma, small B lymphocytic, NOS"	"Maps to"	"64575004"	
"9671/3"	"Malignant lymphoma, lymphoplasmacytic"	"Maps to"	"19340000"	
"8321/0"	"Chief cell adenoma"	"Maps to"	"12205003"	
"9673/3"	"Mantle cell lymphoma"	"Maps to"	"74654000"	
"9442/3"	"Gliosarcoma"	"Maps to"	"35262004"	
"9869/3"	"Acute myeloid leukemia with inv(3)(q21;q26.2) or t(13.3)(q21;q26.2); RPN1-EVI1"	"Maps to"	"450929006"	
"9870/3"	"Acute basophilic leukemia"	"Maps to"	"69077002"	
"8315/3"	"Glycogen-rich carcinoma"	"Maps to"	"74280008"	
"9872/3"	"Acute myeloid leukemia, minimal differentiation"	"Maps to"	"103689001"	
"9873/3"	"Acute myeloid leukemia without maturation"	"Maps to"	"103690005"	
"9480/3"	"Cerebellar sarcoma, NOS"	"Maps to"	"17302008"	
"8000/3"	"Neoplasm, malignant"	"Maps to"	"86049000"	
"9150/3"	"Hemangiopericytoma, malignant"	"Maps to"	"84664004"	
"9361/1"	"Pineocytoma"	"Maps to"	"89096009"	
