"concept_code_1","vocabulary_id_1","concept_name_1","concept_class_id_1","relationship_id","concept_code_2","vocabulary_id_2","concept_name_2","concept_class_id_2","valid_start_date","valid_end_date","mapping_note"
"brain@2880@988","NAACCR","Not applicable: Information not collected for this case|(If this item is required by your standard setter, use of code 988 will result in an edit error.)","NAACCR Value","maps to","No matching concept","Cancer Modifier","No matching concept","Undefined","2022-08-28","2099-12-31",""
"brain@2880@998","NAACCR","No histologic examination of primary site","NAACCR Value","maps to","No matching concept","Cancer Modifier","No matching concept","Undefined","2022-08-28","2099-12-31",""
"brain@2880@999","NAACCR","Not documented in medical record|Unknown; WHO grade not stated","NAACCR Value","maps to","No matching concept","Cancer Modifier","No matching concept","Undefined","2022-08-28","2099-12-31",""
"cns_other@2880@010","NAACCR","Grade I","NAACCR Value","maps to","Grade-1","Cancer Modifier","Grade 1 tumor","Staging/Grading","2022-08-28","2099-12-31",""
"cns_other@2880@020","NAACCR","Grade II","NAACCR Value","maps to","Grade-2","Cancer Modifier","Grade 2 tumor","Staging/Grading","2022-08-28","2099-12-31",""
"cns_other@2880@030","NAACCR","Grade III","NAACCR Value","maps to","Grade-3","Cancer Modifier","Grade 3 tumor","Staging/Grading","2022-08-28","2099-12-31",""
"cns_other@2880@040","NAACCR","Grade IV","NAACCR Value","maps to","Grade-4","Cancer Modifier","Grade 4 tumor","Staging/Grading","2022-08-28","2099-12-31",""
"cns_other@2880@988","NAACCR","Not applicable: Information not collected for this case|(If this item is required by your standard setter, use of code 988 will result in an edit error.)","NAACCR Value","maps to","No matching concept","Cancer Modifier","No matching concept","Undefined","2022-08-28","2099-12-31",""
"cns_other@2880@998","NAACCR","No histologic examination of primary site","NAACCR Value","maps to","No matching concept","Cancer Modifier","No matching concept","Undefined","2022-08-28","2099-12-31",""
"cns_other@2880@999","NAACCR","Not documented in medical record|Unknown; WHO grade not stated","NAACCR Value","maps to","No matching concept","Cancer Modifier","No matching concept","Undefined","2022-08-28","2099-12-31",""
"endocrine_other@2880@010","NAACCR","OBSOLETE DATA RETAINED V0200||Grade I","NAACCR Value","maps to","Grade-1","Cancer Modifier","Grade 1 tumor","Staging/Grading","2022-08-28","2099-12-31",""
"endocrine_other@2880@020","NAACCR","OBSOLETE DATA RETAINED V0200||Grade II","NAACCR Value","maps to","Grade-2","Cancer Modifier","Grade 2 tumor","Staging/Grading","2022-08-28","2099-12-31",""
"endocrine_other@2880@030","NAACCR","OBSOLETE DATA RETAINED V0200||Grade III","NAACCR Value","maps to","Grade-3","Cancer Modifier","Grade 3 tumor","Staging/Grading","2022-08-28","2099-12-31",""
"endocrine_other@2880@040","NAACCR","OBSOLETE DATA RETAINED V0200||Grade IV","NAACCR Value","maps to","Grade-4","Cancer Modifier","Grade 4 tumor","Staging/Grading","2022-08-28","2099-12-31",""
"endocrine_other@2880@988","NAACCR","Not applicable for this schema (CS Version 2)","NAACCR Value","maps to","No matching concept","Cancer Modifier","No matching concept","Undefined","2022-08-28","2099-12-31",""
"endocrine_other@2880@999","NAACCR","OBSOLETE DATA RETAINED V0200||Clinically diagnosed/grade unknown|Does not apply|Not documented in medical record|Grade unknown, NOS","NAACCR Value","maps to","No matching concept","Cancer Modifier","No matching concept","Undefined","2022-08-28","2099-12-31",""
"heart_mediastinum@2880@010","NAACCR","Specified as Grade 1 [of 3]","NAACCR Value","maps to","Grade-1","Cancer Modifier","Grade 1 tumor","Staging/Grading","2022-08-28","2099-12-31",""
"heart_mediastinum@2880@020","NAACCR","Specified as Grade 2 [of 3]","NAACCR Value","maps to","Grade-2","Cancer Modifier","Grade 2 tumor","Staging/Grading","2022-08-28","2099-12-31",""
"heart_mediastinum@2880@030","NAACCR","Specified as Grade 3 [of 3]","NAACCR Value","maps to","Grade-3","Cancer Modifier","Grade 3 tumor","Staging/Grading","2022-08-28","2099-12-31",""
"heart_mediastinum@2880@100","NAACCR","Grade stated as low grade, NOS","NAACCR Value","maps to","Grade-L","Cancer Modifier","Low grade tumor","Staging/Grading","2022-08-28","2099-12-31",""
"heart_mediastinum@2880@200","NAACCR","Grade stated as high grade, NOS","NAACCR Value","maps to","Grade-H","Cancer Modifier","High grade tumor","Staging/Grading","2022-08-28","2099-12-31",""
"heart_mediastinum@2880@888","NAACCR","OBSOLETE DATA CONVERTED V0200|See code 988||Not applicable for this schema","NAACCR Value","maps to","No matching concept","Cancer Modifier","No matching concept","Undefined","2022-08-28","2099-12-31",""
"heart_mediastinum@2880@988","NAACCR","Not applicable: Information not collected for this case|(May include cases converted from code 888 used in CSv1 for ""Not applicable"" or when the item was not collected. If this item is required to derive T, N, M, or any stage, use of code 988 may resul","NAACCR Value","maps to","No matching concept","Cancer Modifier","No matching concept","Undefined","2022-08-28","2099-12-31",""
"heart_mediastinum@2880@998","NAACCR","No histologic examination of primary site","NAACCR Value","maps to","No matching concept","Cancer Modifier","No matching concept","Undefined","2022-08-28","2099-12-31",""
"heart_mediastinum@2880@999","NAACCR","Unknown or no information|Not documented in patient record","NAACCR Value","maps to","No matching concept","Cancer Modifier","No matching concept","Undefined","2022-08-28","2099-12-31",""
"intracranial_gland@2880@010","NAACCR","Grade I","NAACCR Value","maps to","Grade-1","Cancer Modifier","Grade 1 tumor","Staging/Grading","2022-08-28","2099-12-31",""
"intracranial_gland@2880@020","NAACCR","Grade II","NAACCR Value","maps to","Grade-2","Cancer Modifier","Grade 2 tumor","Staging/Grading","2022-08-28","2099-12-31",""
"intracranial_gland@2880@030","NAACCR","Grade III","NAACCR Value","maps to","Grade-3","Cancer Modifier","Grade 3 tumor","Staging/Grading","2022-08-28","2099-12-31",""
"intracranial_gland@2880@040","NAACCR","Grade IV","NAACCR Value","maps to","Grade-4","Cancer Modifier","Grade 4 tumor","Staging/Grading","2022-08-28","2099-12-31",""
"intracranial_gland@2880@988","NAACCR","Not applicable: Information not collected for this case|(If this item is required by your standard setter, use of code 988 will result in an edit error.)","NAACCR Value","maps to","No matching concept","Cancer Modifier","No matching concept","Undefined","2022-08-28","2099-12-31",""
"intracranial_gland@2880@998","NAACCR","No histologic examination of primary site","NAACCR Value","maps to","No matching concept","Cancer Modifier","No matching concept","Undefined","2022-08-28","2099-12-31",""
"intracranial_gland@2880@999","NAACCR","Not documented in medical record|Unknown; WHO grade not stated","NAACCR Value","maps to","No matching concept","Cancer Modifier","No matching concept","Undefined","2022-08-28","2099-12-31",""
"kidney_renal_pelvis@2880@010","NAACCR","Low grade urothelial carcinoma","NAACCR Value","maps to","Grade-L","Cancer Modifier","Low grade tumor","Staging/Grading","2022-08-28","2099-12-31","concept granularity lost"
"kidney_renal_pelvis@2880@020","NAACCR","High grade urothelial carcinoma","NAACCR Value","maps to","Grade-H","Cancer Modifier","High grade tumor","Staging/Grading","2022-08-28","2099-12-31","concept granularity lost"
"kidney_renal_pelvis@2880@888","NAACCR","OBSOLETE DATA CONVERTED V0200 |See code 988||Not applicable for this site","NAACCR Value","maps to","No matching concept","Cancer Modifier","No matching concept","Undefined","2022-08-28","2099-12-31",""
"kidney_renal_pelvis@2880@987","NAACCR","Not applicable: Not a urothelial morphology","NAACCR Value","maps to","No matching concept","Cancer Modifier","No matching concept","Undefined","2022-08-28","2099-12-31",""
"kidney_renal_pelvis@2880@988","NAACCR","Not applicable: Information not collected for this case|(May include cases converted from code 888 used in CSv1 for ""Not applicable"" or when the item was not collected. If this item is required to derive T, N, M, or any stage, use of code 988 may resul","NAACCR Value","maps to","No matching concept","Cancer Modifier","No matching concept","Undefined","2022-08-28","2099-12-31",""
"kidney_renal_pelvis@2880@998","NAACCR","No pathologic examination of primary site","NAACCR Value","maps to","No matching concept","Cancer Modifier","No matching concept","Undefined","2022-08-28","2099-12-31",""
"kidney_renal_pelvis@2880@999","NAACCR","Unknown WHO/ISUP grade|Not documented in patient record","NAACCR Value","maps to","No matching concept","Cancer Modifier","No matching concept","Undefined","2022-08-28","2099-12-31",""
"peritoneum@2880@010","NAACCR","Specified as Grade 1 [of 3]","NAACCR Value","maps to","Grade-1","Cancer Modifier","Grade 1 tumor","Staging/Grading","2022-08-28","2099-12-31","concept granularity lost"
"peritoneum@2880@020","NAACCR","Specified as Grade 2 [of 3]","NAACCR Value","maps to","Grade-2","Cancer Modifier","Grade 2 tumor","Staging/Grading","2022-08-28","2099-12-31","concept granularity lost"
"peritoneum@2880@030","NAACCR","Specified as Grade 3 [of 3]","NAACCR Value","maps to","Grade-3","Cancer Modifier","Grade 3 tumor","Staging/Grading","2022-08-28","2099-12-31","concept granularity lost"
"peritoneum@2880@100","NAACCR","Grade stated as low grade, NOS","NAACCR Value","maps to","Grade-L","Cancer Modifier","Low grade tumor","Staging/Grading","2022-08-28","2099-12-31",""
"peritoneum@2880@200","NAACCR","Grade stated as high grade, NOS","NAACCR Value","maps to","Grade-H","Cancer Modifier","High grade tumor","Staging/Grading","2022-08-28","2099-12-31",""
"peritoneum@2880@888","NAACCR","OBSOLETE DATA CONVERTED V0200|See code 988||Not applicable for this schema","NAACCR Value","maps to","No matching concept","Cancer Modifier","No matching concept","Undefined","2022-08-28","2099-12-31",""
"peritoneum@2880@988","NAACCR","Not applicable: Information not collected for this case|(May include cases converted from code 888 used in CSv1 for ""Not applicable"" or when the item was not collected. If this item is required to derive T, N, M, or any stage, use of code 988 may resul","NAACCR Value","maps to","No matching concept","Cancer Modifier","No matching concept","Undefined","2022-08-28","2099-12-31",""
"peritoneum@2880@998","NAACCR","No histologic examination of primary site","NAACCR Value","maps to","No matching concept","Cancer Modifier","No matching concept","Undefined","2022-08-28","2099-12-31",""
"peritoneum@2880@999","NAACCR","Unknown or no information|Not documented in patient record","NAACCR Value","maps to","No matching concept","Cancer Modifier","No matching concept","Undefined","2022-08-28","2099-12-31",""
"retroperitoneum@2880@010","NAACCR","Specified as Grade 1 [of 3]","NAACCR Value","maps to","Grade-1","Cancer Modifier","Grade 1 tumor","Staging/Grading","2022-08-28","2099-12-31",""
"retroperitoneum@2880@020","NAACCR","Specified as Grade 2 [of 3]","NAACCR Value","maps to","Grade-2","Cancer Modifier","Grade 2 tumor","Staging/Grading","2022-08-28","2099-12-31",""
"retroperitoneum@2880@030","NAACCR","Specified as Grade 3 [of 3]","NAACCR Value","maps to","Grade-3","Cancer Modifier","Grade 3 tumor","Staging/Grading","2022-08-28","2099-12-31",""
"retroperitoneum@2880@100","NAACCR","Grade stated as low grade, NOS","NAACCR Value","maps to","Grade-L","Cancer Modifier","Low grade tumor","Staging/Grading","2022-08-28","2099-12-31",""
"retroperitoneum@2880@200","NAACCR","Grade stated as high grade, NOS","NAACCR Value","maps to","Grade-H","Cancer Modifier","High grade tumor","Staging/Grading","2022-08-28","2099-12-31",""
"retroperitoneum@2880@888","NAACCR","OBSOLETE DATA CONVERTED V0200|See code 988||Not applicable for this schema","NAACCR Value","maps to","No matching concept","Cancer Modifier","No matching concept","Undefined","2022-08-28","2099-12-31",""
"retroperitoneum@2880@988","NAACCR","Not applicable: Information not collected for this case|(May include cases converted from code 888 used in CSv1 for ""Not applicable"" or when the item was not collected. If this item is required to derive T, N, M, or any stage, use of code 988 may resul","NAACCR Value","maps to","No matching concept","Cancer Modifier","No matching concept","Undefined","2022-08-28","2099-12-31",""
"retroperitoneum@2880@998","NAACCR","No histologic examination of primary site","NAACCR Value","maps to","No matching concept","Cancer Modifier","No matching concept","Undefined","2022-08-28","2099-12-31",""
"retroperitoneum@2880@999","NAACCR","Unknown or no information|Not documented in patient record","NAACCR Value","maps to","No matching concept","Cancer Modifier","No matching concept","Undefined","2022-08-28","2099-12-31",""
"soft_tissue@2880@010","NAACCR","Specified as Grade 1 [of 3]","NAACCR Value","maps to","Grade-1","Cancer Modifier","Grade 1 tumor","Staging/Grading","2022-08-28","2099-12-31",""
"soft_tissue@2880@020","NAACCR","Specified as Grade 2 [of 3]","NAACCR Value","maps to","Grade-2","Cancer Modifier","Grade 2 tumor","Staging/Grading","2022-08-28","2099-12-31",""
"soft_tissue@2880@030","NAACCR","Specified as Grade 3 [of 3]","NAACCR Value","maps to","Grade-3","Cancer Modifier","Grade 3 tumor","Staging/Grading","2022-08-28","2099-12-31",""
"soft_tissue@2880@100","NAACCR","Grade stated as low grade, NOS","NAACCR Value","maps to","Grade-L","Cancer Modifier","Low grade tumor","Staging/Grading","2022-08-28","2099-12-31",""
"soft_tissue@2880@200","NAACCR","Grade stated as high grade, NOS","NAACCR Value","maps to","Grade-H","Cancer Modifier","High grade tumor","Staging/Grading","2022-08-28","2099-12-31",""
"soft_tissue@2880@888","NAACCR","OBSOLETE DATA CONVERTED V0200|See code 988||Not applicable for this schema","NAACCR Value","maps to","No matching concept","Cancer Modifier","No matching concept","Undefined","2022-08-28","2099-12-31",""
"soft_tissue@2880@988","NAACCR","Not applicable: Information not collected for this case|(May include cases converted from code 888 used in CSv1 for ""Not applicable"" or when the item was not collected. If this item is required to derive T, N, M, or any stage, use of code 988 may resul","NAACCR Value","maps to","No matching concept","Cancer Modifier","No matching concept","Undefined","2022-08-28","2099-12-31",""
"soft_tissue@2880@998","NAACCR","No histologic examination of primary site","NAACCR Value","maps to","No matching concept","Cancer Modifier","No matching concept","Undefined","2022-08-28","2099-12-31",""
"soft_tissue@2880@999","NAACCR","Unknown or no information|Not documented in patient record","NAACCR Value","maps to","Grade-L","Cancer Modifier","Low grade tumor","Staging/Grading","2022-08-28","2099-12-31",""
"urethra@2880@010","NAACCR","Low grade urothelial carcinoma","NAACCR Value","maps to","Grade-H","Cancer Modifier","High grade tumor","Staging/Grading","2022-08-28","2099-12-31",""
