Item #,Item Name,Section,Codes,Code Descriptions,Note
,,,60,One non-malignant tumor or central registry-defined neoplasm,
,,,61,First of two or more non-malignant tumor or central registry-defined neoplasms,
,,,62,Second of two or more non-malignant tumor or central registry-defined neoplasms,
,,,....,,
,,,88,"Unspecified or unknown sequence number for non-malignant tumor or central registry-defined neoplasms. (Sequence number 88 can be used if there is a non-malignant tumor and its sequence number is unknown. If there is known to be more than one non-malignant tumor, then the tumors must be sequenced.)",
,,,98,"Cervix carcinoma in situ (CIS)/CIN III, Diagnosis Years 1996-2002.",
390,Date of Diagnosis,Cancer Identification,,,
391,Date of Diagnosis Flag,Cancer Identification,12,"A proper value is applicable but not known. (e.g., date of diagnosis is unknown)",
,,,Blank,"A valid date value is provided in item Date of Diagnosis [390], or the date was not expected to have been transmitted",
400,Primary Site,Cancer Identification,,,
410,Laterality,Cancer Identification,0,Not a paired site,
,,,1,Right: origin of primary,
,,,2,Left: origin of primary,
,,,3,"Only one side involved, right or left origin unspecified",
,,,4,"Bilateral involvement at time of diagnosis, lateral origin unknown for a single primary; or both ovaries involved simultaneously, single histology; bilateral retinoblastomas; bilateral Wilms' tumors",
,,,5,Paired site: midline tumor,
,,,9,"Paired site, but no information concerning laterality",
419,Morph--Type&Behav ICD-O-2,Cancer Identification,,,
420,Histology (92-00) ICD-O-2,Cancer Identification,,,
430,Behavior (92-00) ICD-O-2,Cancer Identification,,,
439,Date of Mult Tumors Flag,Cancer Identification,11,"No proper value is applicable in this context (e.g., information on multiple tumors not collected/not applicable for this site).",
,,,12,"A proper value is applicable but not known. This event occurred, but the date is unknown (e.g., patient was diagnosed with multiple tumors and the date is unknown).",
,,,15,"Information is not available at this time, but it is expected that it will be available later (e.g., single tumor).",
,,,Blank,"A valid date value is provided in item Date of Mult Tumors [445], or the date was not expected to have been transmitted.",
440,Grade,Cancer Identification,1,Grade I,
,,,2,Grade II,
,,,3,Grade III,
,,,4,Grade IV,
,,,5,T-cell,
,,,6,B-cell,
,,,7,Null cell,
,,,8,NK (natural killer) cell,
,,,9,"Grade/differentiation unknown, not stated, or not applicable",
441,Grade Path Value,Cancer Identification,1,Recorded as Grade I or 1,
,,,2,Recorded as Grade II or 2,
,,,3,Recorded as Grade III or 3,
,,,4,Recorded as Grade IV or 4,
,,,Blank,"No Two, Three or Four System Grade is available; unknown",
442,Ambiguous Terminology DX,Cancer Identification,0,Conclusive term,
,,,1,Ambiguous term only,
,,,2,Ambiguous term followed by conclusive term,
,,,9,Unknown term,
443,Date Conclusive DX,Cancer Identification,,,
444,Mult Tum Rpt as One Prim,Cancer Identification,0,Single tumor,
,,,10,Multiple benign,
,,,11,Multiple borderline,
,,,12,Benign and borderline,
,,,20,Multiple in situ,
,,,30,In situ and invasive,
,,,31,Polyp and adenocarcinoma,
,,,32,FAP with carcinoma,
,,,40,Multiple invasive,
,,,80,Unknown in situ or invasive,
,,,88,NA,
,,,99,Unknown,
445,Date of Mult Tumors,Cancer Identification,,,
446,Multiplicity Counter,Cancer Identification,0,No primary tumor identified,
,,,1,One tumor only,
,,,2,Two tumors present; bilateral ovaries involved with cystic carcinoma,
,,,3,Three tumors present,
,,,..,,
,,,..,,
,,,88,Information on multiple tumors not collected/not applicable for this site,
,,,89,"Multicentric, multifocal, number unknown",
,,,99,Unknown if multiple tumors; not documented,
,,,Blank,"Information not collected for this diagnosis date (e.g., all cases diagnosed prior to 2007)",
,,,,,
447,Number of Tumors/Hist,,,,Retired
447,Number of Tumors/Hist,,,,Retired
447,Number of Tumors/Hist,,,,Retired
447,Number of Tumors/Hist,,,,Retired
447,Number of Tumors/Hist,,,,Retired
447,Number of Tumors/Hist,,,,Retired
447,Number of Tumors/Hist,,,,Retired
448,Date Conclusive DX Flag,Cancer Identification,10,"No information whatsoever can be inferred from this exceptional (non-date) value. (e.g., unknown if the diagnosis was initially based on ambiguous terminology).",
,,,11,"No proper value is applicable in this context. (e.g., not applicable, initial diagnosis made by unambiguous terminology (Code 0 in data item Ambiguous Terminology DX [442]).",
,,,12,"A proper value is applicable but not known (e.g., the initial ambiguous diagnosis was followed by a conclusive term, but the date of the conclusive term is unknown).",
,,,15,"Information is not available at this time, but it is expected that it will be available later (e.g., accessioned based on ambiguous terminology only (Code 1 in data item Ambiguous Terminology DX [442]).",
,,,Blank,"A valid date value is provided in item Date Conclusive DX [443], or the date was not expected to have been transmitted.",
449,Grade Path System,Cancer Identification,2,Two-Grade System,
,,,3,Three-Grade System,
,,,4,Four-Grade System,
,,,Blank,"Not a two, three or four grade system; unknown",
450,Site Coding Sys--Current,Cancer Identification,1,ICD-8 and MOTNAC,
,,,2,ICD-9,
,,,3,"ICD-O, First Edition",
,,,4,"ICD-O, Second Edition",
,,,5,"ICD-O, Third Edition",
,,,6,ICD-10,
,,,9,Other,
460,Site Coding Sys--Original,Cancer Identification,1,ICD-8 and MOTNAC,
,,,2,ICD-9,
,,,3,"ICD-O, First Edition",
,,,4,"ICD-O, Second Edition",
,,,5,"ICD-O, Third Edition",
,,,6,ICD-10,
,,,9,Other,
470,Morph Coding Sys--Current,Cancer Identification,1,"ICD-O, First Edition",
,,,2,"ICD-O, 1986 Field Trial",
,,,3,"ICD-O, 1988 Field Trial",
,,,4,"ICD-O, Second Edition",
,,,5,"ICD-O, Second Edition, plus REAL lymphoma codes effective 1/1/1995",
,,,6,"ICD-O, Second Edition, plus FAB codes effective 1/1/1998",
,,,7,"ICD-O, Third Edition",
,,,8,"ICD-O, Third Edition, plus 2008 WHO hematopoietic/lymphoid new terms used for conditions diagnosed 1/1/2010*",
,,,A,"ICD-O, Third Edition, plus WHO new terms used for conditions, effective 1/1/2018**",
,,,9,Other,
,,,,,
480,Morph Coding Sys--Originl,Cancer Identification,1,"ICD-O, First Edition",
,,,2,"ICD-O, 1986 Field Trial",
,,,3,"ICD-O, 1988 Field Trial",
,,,4,"ICD-O, Second Edition",
,,,5,"ICD-O, Second Edition, plus REAL lymphoma codes effective 1/1/1995",
,,,6,"ICD-O, Second Edition, plus FAB codes effective 1/1/1998",
,,,7,"ICD-O, Third Edition",
,,,8,"ICD-O, Third Edition, plus 2008 WHO hematopoietic/lymphoid new terms used for conditions diagnosed 1/1/2010*",
,,,A,"ICD-O, Third Edition, plus WHO new terms used for conditions, effective 1/1/2018**",
,,,9,Other,
,,,,,
490,Diagnostic Confirmation,Cancer Identification,1,Positive histology,
,,,2,Positive cytology,
,,,3,Positive histology PLUS - positive immunophenotyping AND/OR positive genetic studies (Used only for hematopoietic and lymphoid neoplasms M-9590/3-9992/3),
,,,4,"Positive microscopic confirmation, method not specified",
,,,5,Positive laboratory test/marker study,
,,,6,Direct visualization without microscopic confirmation,
,,,7,Radiography and/or other imaging techniques without microscopic confirmation,
,,,8,"Clinical diagnosis only (other than 5, 6, or 7)",
,,,9,Unknown whether or not microscopically confirmed; death certificate only,
500,Type of Reporting Source,Cancer Identification,1,"Hospital inpatient; Managed health plans with comprehensive, unified medical records",
,,,2,Radiation Treatment Centers or Medical Oncology Centers (hospital-affiliated or independent),
,,,3,Laboratory only (hospital-affiliated or independent),
,,,4,Physician's office/private medical practitioner (LMD),
,,,5,Nursing/convalescent home/hospice,
,,,6,Autopsy only,
,,,7,Death certificate only,
,,,8,Other hospital outpatient units/surgery centers,
,,,,,
501,Casefinding Source,Cancer Identification,10,"Reporting Hospital, NOS",
,,,20,"Pathology Department Review (surgical pathology reports, autopsies, or cytology reports)",
,,,21,Daily Discharge Review (daily screening of charts of discharged patients in the medical records department),
,,,22,Disease Index Review (review of disease index in the medical records department),
,,,23,Radiation Therapy Department/Center,
,,,24,"Laboratory Reports (other than pathology reports, code 20)",
,,,25,Outpatient Chemotherapy,
,,,26,"Diagnostic Imaging/Radiology (other than radiation therapy, codes 23; includes nuclear medicine)",
,,,27,Tumor Board,
,,,28,Hospital Rehabilitation Service or Clinic,
,,,29,"Other Hospital Source (including clinic, NOS or outpatient department, NOS)",
,,,30,Physician-Initiated Case,
,,,40,Consultation-only or Pathology-only Report (not abstracted by reporting hospital),
,,,50,Independent (non-hospital) Pathology-Laboratory Report,
,,,60,Nursing Home-Initiated Case,
,,,70,Coroner's Office Records Review,
,,,75,Managed Care Organization (MCO) or Insurance Records,
,,,80,Death Certificate (case identified through death clearance),
,,,85,Out-of-State Case Sharing,
,,,90,Other Non-Reporting Hospital Source,
,,,95,Quality Control Review (case initially identified through quality control activities such as casefinding audit of a regional or central registry),
,,,99,Unknown,
510,Screening Date,,,,Retired
510,Screening Date,,,,Retired
510,Screening Date,,,,Retired
510,Screening Date,,,,Retired
510,Screening Date,,,,Retired
510,Screening Date,,,,Retired
510,Screening Date,,,,Retired
520,Screening Result,,,,Retired
520,Screening Result,,,,Retired
520,Screening Result,,,,Retired
520,Screening Result,,,,Retired
520,Screening Result,,,,Retired
520,Screening Result,,,,Retired
520,Screening Result,,,,Retired
521,Morph--Type&Behav ICD-O-3,Cancer Identification,,,
522,Histologic Type ICD-O-3,Cancer Identification,,,
523,Behavior Code ICD-O-3,Cancer Identification,,,
530,Reserved 02,Demographic,,,
538,Reporting Hospital FAN,,,,Retired
538,Reporting Hospital FAN,,,,Retired
538,Reporting Hospital FAN,,,,Retired
538,Reporting Hospital FAN,,,,Retired
538,Reporting Hospital FAN,,,,Retired
538,Reporting Hospital FAN,,,,Retired
538,Reporting Hospital FAN,,,,Retired
540,Reporting Facility,Hospital-Specific,0,Case not reported by a facility,
,,,99999999,"Case reported, but facility number is unknown",
545,NPI--Reporting Facility,Hospital-Specific,,,
550,Accession Number--Hosp,Hospital-Specific,,,
560,Sequence Number--Hospital,Hospital-Specific,...,,
,,,0,One malignant primary only in the patient's lifetime,
,,,1,First of two or more malignant primaries,
,,,2,Second of two or more malignant primaries,
,,,..,(Actual number of this malignant primary),
,,,59,Fifty-ninth or higher of fifty-nine or more malignant primaries,
,,,99,Unspecified sequence number of a primary malignant tumor or unknown. When a patient has multiple tumors with unspecified/unknown sequence numbers code 99 should only be used once.),
,,,...,,
,,,60,Only one non-malignant tumor in the patient's lifetime,
,,,61,First of two or more non-malignant tumors,
,,,62,Second of two or more non-malignant tumors,
,,,...,,
,,,88,Unspecified number of non-malignant tumors (When a patient has multiple unspecified neoplasms in this category code 88 should only be used once.),
570,Abstracted By,Hospital-Specific,,,
580,Date of 1st Contact,Hospital-Specific,,,
581,Date of 1st Contact Flag,Hospital-Specific,12,"A proper value is applicable but not known (e.g., date of 1st contact is unknown)",
,,,Blank,"A valid date value is provided in item Date of 1st Contact [580], or the date was not expected to have been transmitted",
590,Date of Inpt Adm,Hospital-Specific,,,
591,Date of Inpt Adm Flag,Hospital-Specific,10,"No information whatsoever can be inferred from this exceptional value (e.g, unknown if patient was an inpatient).",
,,,11,"No proper value is applicable in this context (e.g., patient was never an inpatient at the reporting facility).",
,,,12,"A proper value is applicable but not known. This event occurred, but the date is unknown (e.g., the patient was an inpatient but the date is unknown).",
,,,Blank,"A valid date value is provided in item Date of Inpt Adm [590], or the date was not expected to have been transmitted.",
600,Date of Inpt Disch,Hospital-Specific,,,
601,Date of Inpt Disch Flag,Hospital-Specific,10,"No information whatsoever can be inferred from this exceptional value (e.g, unknown if patient was an inpatient).",
,,,11,"No proper value is applicable in this context (e.g., patient was never an inpatient at the reporting facility).",
,,,12,"A proper value is applicable but not known. This event occurred, but the date is unknown (e.g., the patient was an inpatient but the date is unknown).",
,,,Blank,"A valid date value is provided in item Date of Inpt Disch [600], or the date was not expected to have been transmitted.",
605,Inpatient Status,Hospital-Specific,0,Patient was never an inpatient,
,,,1,Patient was inpatient,
,,,9,Unknown if patient was an inpatient (only used for consolidated cases),
,,,Blank,Not collected,
610,Class of Case,Hospital-Specific,PATIENT APPEARS IN PERSON AT REPORTING FACILITY; BOTH INITIAL DIAGNOSIS AND TREATMENT ELSEWHERE,,
,,,30*,"Initial diagnosis and all first course treatment elsewhere AND reporting facility participated in DIAGNOSTIC WORKUP (for example, consult only, staging workup after initial diagnosis elsewhere)",
,,,31*,Initial diagnosis and all first course treatment elsewhere AND reporting facility provided IN-TRANSIT care,
,,,32*,Diagnosis AND all first course treatment provided elsewhere AND patient presents at reporting facility with disease RECURRENCE OR PERSISTENCE,
,,,33*,Diagnosis AND all first course treatment provided elsewhere AND patient presents at reporting facility with disease HISTORY ONLY,
,,,34,"Type of case not required by CoC to be accessioned (for example, a benign colon tumor) AND initial diagnosis AND part or all of first course treatment by reporting facility",
,,,35,Case diagnosed before program's Reference Date AND initial diagnosis AND PART OR ALL of first course treatment by reporting facility,
,,,36,"Type of case not required by CoC to be accessioned (for example, a benign colon tumor) AND initial diagnosis elsewhere AND part or all of first course treatment by reporting facility",
,,,37,Case diagnosed before program's Reference Date AND initial diagnosis elsewhere AND all or part of first course treatment by reporting facility,
,,,38*,"Initial diagnosis established by AUTOPSY at the reporting facility, cancer not suspected prior to death",
,,,PATIENT DOES NOT APPEAR IN PERSON AT REPORTING FACILITY,,
,,,40,Diagnosis AND all first course treatment given at the same staff physician's office,
,,,41,Diagnosis and all first course treatment given in two or more different staff physician offices,
,,,42,"Non-staff physician or non-CoC accredited clinic or other facility, not part of reporting facility, accessioned by reporting facility for diagnosis and/or treatment by that entity (for example, hospital abstracts cases from an independent radiation facility)",
,,,43*,PATHOLOGY or other lab specimens ONLY,
,,,49*,DEATH CERTIFICATE ONLY,
,,,UNKNOWN RELATIONSHIP TO REPORTING FACILITY,,
,,,99*,Nonanalytic case of unknown relationship to facility (not for use by CoC accredited cancer programs for analytic cases.); UNKNOWN,
,,,,,
,,,INITIAL DIAGNOSIS AT REPORTING FACILITY,,
,,,00*,Initial diagnosis at the reporting facility AND all treatment or a decision not to treat was done ELSEWHERE,
,,,10*,"Initial diagnosis at the reporting facility or in a staff physician's office AND PART OR ALL of first course treatment or a decision not to treat was at the reporting facility, NOS",
,,,11,Initial diagnosis in staff physician's office AND PART of first course treatment was done at the reporting facility,
,,,12,Initial diagnosis in staff physician's office AND ALL first course treatment or a decision not to treat was done at the reporting facility,
